설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
삼성혈 문화의 거리,이도일동주민센터 옥상 북,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 중앙로 23길 20,,제주특별자치도,064-710-2352,33.507667,126.526806,2019-08-31
삼성혈 문화의 거리,어린이CCTV 동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 삼성로 19,,제주특별자치도,064-710-2352,33.505972,126.528139,2019-08-31
삼성혈 문화의 거리,어린이CCTV 서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 삼성로 19,,제주특별자치도,064-710-2352,33.505972,126.528139,2019-08-31
서문가구거리,버스정류장 동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 서문로 42,,제주특별자치도,064-710-2352,33.510861,126.515889,2019-08-31
서문가구거리,버스정류장 서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 서문로 42,,제주특별자치도,064-710-2352,33.510861,126.515889,2019-08-31
서문가구거리,클린하우스 동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 서문로 55,,제주특별자치도,064-710-2352,33.5115703,126.517083,2019-08-31
서문가구거리,클린하우스 서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 서문로 55,,제주특별자치도,064-710-2352,33.5115703,126.517083,2019-08-31
서부두 명품회집거리,재난감시CCTV 북,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 서부두길 18-2,,제주특별자치도,064-710-2352,33.518083,126.528472,2019-08-31
서부두 명품회집거리,재난감시CCTV 남,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 서부두길 18-2,,제주특별자치도,064-710-2352,33.518083,126.528472,2019-08-31
서부두 명품회집거리,어린이 CCTV 북,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 서부두길 2,,제주특별자치도,064-710-2352,33.516972,126.527944,2019-08-31
서부두 명품회집거리,어린이 CCTV 남,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 서부두길 2,,제주특별자치도,064-710-2352,33.516972,126.527944,2019-08-31
서사라 문화거리,횡단보도조명등(베네건축 앞) 동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 전농로 34,,제주특별자치도,064-710-2352,33.504472,126.516833,2019-08-31
서사라 문화거리,횡단보도조명등(베네건축 앞) 서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 전농로 34,,제주특별자치도,064-710-2352,33.504472,126.516833,2019-08-31
서사라 문화거리,횡단보도조명등(애드랜드 앞) 동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 전농로 46,,제주특별자치도,064-710-2352,33.5043145,126.5180432,2019-08-31
서사라 문화거리,횡단보도조명등(애드랜드 앞) 서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 전농로 46,,제주특별자치도,064-710-2352,33.5043145,126.5180432,2019-08-31
용담해안 카페촌거리,가로등제어기 옆 KT IP주 동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 서해안로 452,,제주특별자치도,064-710-2352,33.517917,126.487833,2019-08-31
용담해안 카페촌거리,가로등제어기 옆 KT IP주 서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 서해안로 452,,제주특별자치도,064-710-2352,33.517917,126.487833,2019-08-31
탑동 테마거리,탑동광장 관리사무소 동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 중앙로 1,,제주특별자치도,064-710-2352,33.518306,126.525139,2019-08-31
탑동 테마거리,탑동광장 관리사무소 서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 중앙로 1,,제주특별자치도,064-710-2352,33.518306,126.525139,2019-08-31
탑동 테마거리,관리사무소 외벽에 지향 1개,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Apr-18,제주특별자치도 제주시 중앙로 1,제주특별자치도 제주시 건입동 1444,제주특별자치도,064-710-2352,33.518048,126.526525,2019-08-31
탑동 테마거리,관리사무소 외벽에 지향 1개,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Apr-18,제주특별자치도 제주시 중앙로 1,제주특별자치도 제주시 건입동 1444,제주특별자치도,064-710-2352,33.518048,126.526525,2019-08-31
탑동 테마거리,탑동공연장 객석 옥탑,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 중앙로 2,,제주특별자치도,064-710-2352,33.518278,126.524167,2019-08-31
탑동 테마거리,탑동해변공연장 객석 옥탑 외벽에 지향 1개,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Apr-18,제주특별자치도 제주시 중앙로 2,제주특별자치도 제주시 삼도2동 1262,제주특별자치도,064-710-2352,33.518048,126.526525,2019-08-31
탑동 테마거리,탑동사거리 관광안내소 북동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jul-17,제주특별자치도 제주시 중앙로 20,,제주특별자치도,064-710-2352,33.5166598,126.524611,2019-08-31
탑동 테마거리,탑동사거리 관광안내소  남동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jul-17,제주특별자치도 제주시 중앙로 20,,제주특별자치도,064-710-2352,33.5166598,126.524611,2019-08-31
탑동 테마거리,탑동사거리 관광안내소  서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jul-17,제주특별자치도 제주시 중앙로 20,,제주특별자치도,064-710-2352,33.5166598,126.524611,2019-08-31
탑동 테마거리,공원화장실 지붕 동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jul-17,제주특별자치도 제주시 탑동해안로 46,,제주특별자치도,064-710-2352,33.518861,126.520278,2019-08-31
탑동 테마거리,공원화장실 지붕 남,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jul-17,제주특별자치도 제주시 탑동해안로 46,,제주특별자치도,064-710-2352,33.518861,126.520278,2019-08-31
탑동 테마거리,공원화장실 지붕북,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jul-17,제주특별자치도 제주시 탑동해안로 46,,제주특별자치도,064-710-2352,33.518861,126.520278,2019-08-31
탑동 테마거리,CCTV폴에 설치,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Apr-18,제주특별자치도 제주시 탑동해안로 46,제주특별자치도 제주시 삼도2동 1256,제주특별자치도,064-710-2352,33.518048,126.526525,2019-08-31
탑동 테마거리,재난CCTV 남동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 동한두기길 25,,제주특별자치도,064-710-2352,33.517194,126.5157399,2019-08-31
탑동 테마거리,재난CCTV 남서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 동한두기길 25,,제주특별자치도,064-710-2352,33.517194,126.5157399,2019-08-31
칠성로 쇼핑거리,칠성로 안내 옥외 전시공간,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 관덕로9길 1,,제주특별자치도,064-710-2352,33.513972,126.523917,2019-08-31
칠성로 쇼핑거리,아케이드기둥벽면 동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 중앙로 48,,제주특별자치도,064-710-2352,33.514333,126.524583,2019-08-31
칠성로 쇼핑거리,아케이드기둥벽면 서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 중앙로 48,,제주특별자치도,064-710-2352,33.514333,126.524583,2019-08-31
칠성로 쇼핑거리,주정차무인단속,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 관덕로 13길 14,,제주특별자치도,064-710-2352,33.514444,126.526111,2019-08-31
흑돼지 거리,방범용CCTV 옆 IP주 북동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 관덕로15길 31,,제주특별자치도,064-710-2352,33.516059,126.526833,2019-08-31
흑돼지 거리,방범용CCTV 옆 IP주 남서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 관덕로15길 31,,제주특별자치도,064-710-2352,33.516059,126.526833,2019-08-31
흑돼지 거리,방범용CCTV 옆 IP주 북동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 관덕로15길 31,,제주특별자치도,064-710-2352,33.516059,126.526833,2019-08-31
세화 해변,남자화장실 남,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 구좌읍 해맞이해안로 1391,,제주특별자치도,064-710-2352,33.527806,126.8566925,2019-08-31
세화 해변,남자화장실 북,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 구좌읍 해맞이해안로 1391,,제주특별자치도,064-710-2352,33.527806,126.8566925,2019-08-31
세화 해변,세화민속오일시장 공중화장실 동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 구좌읍 해맞이해안로 1412,,제주특별자치도,064-710-2352,33.526278,126.857583,2019-08-31
세화 해변,세화민속오일시장 공중화장실 서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 구좌읍 해맞이해안로 1412,,제주특별자치도,064-710-2352,33.526278,126.857583,2019-08-31
월정리 해변,월정리해변 공중화장실 남동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 구좌읍 월정리 33-3,,제주특별자치도,064-710-2352,33.556926,126.795023,2019-08-31
월정리 해변,월정리해변 공중화장실 남서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 구좌읍 월정리 33-3,,제주특별자치도,064-710-2352,33.556926,126.795023,2019-08-31
월정리 해변,월정리해변 재난감시용 CCTV  북동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 구좌읍 월정리 33-3,,제주특별자치도,064-710-2352,33.556345,126.795268,2019-08-31
월정리 해변,월정리해변 재난감시용 CCTV  북서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 구좌읍 월정리 33-3,,제주특별자치도,064-710-2352,33.556345,126.795268,2019-08-31
하도 해변,화장실 남쪽 지붕 동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 구좌읍 해맞이해안로 1973,,제주특별자치도,064-710-2352,33.513667,126.898917,2019-08-31
하도 해변,화장실 남쪽 지붕 남,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 구좌읍 해맞이해안로 1973,,제주특별자치도,064-710-2352,33.513667,126.898917,2019-08-31
하도 해변,화장실 남쪽 지붕 서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 구좌읍 해맞이해안로 1973,,제주특별자치도,064-710-2352,33.513667,126.898917,2019-08-31
이호테우해변(이호테우해수욕장),이호비치화장실 지붕 남,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 서해안로 45-18,,제주특별자치도,064-710-2352,33.499833,126.455083,2019-08-31
이호테우해변(이호테우해수욕장),이호비치화장실 지붕 서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 서해안로 45-18,,제주특별자치도,064-710-2352,33.499833,126.455083,2019-08-31
이호테우해변(이호테우해수욕장),이호비치화장실 지붕 북,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 서해안로 45-18,,제주특별자치도,064-710-2352,33.499833,126.455083,2019-08-31
금능으뜸원 해변(금능해수욕장),공중화장실 방송탑 북동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 한림읍 금능길 119-10,제주특별자치도 제주시 한림읍 금능리 2036-1,제주특별자치도,064-710-2352,33.391126,126.235917,2019-08-31
금능으뜸원 해변(금능해수욕장),공중화장실 방송탑 남서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 한림읍 금능길 119-10,제주특별자치도 제주시 한림읍 금능리 2036-1,제주특별자치도,064-710-2352,33.391126,126.235917,2019-08-31
협재 해변(협재해수욕장),클린하우스,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 한림읍 협재리 2450,,제주특별자치도,064-710-2352,33.394876,126.241226,2019-08-31
협재 해변(협재해수욕장),공중화장실 지붕,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 한림읍 협재리 2450,,제주특별자치도,064-710-2352,33.393255,126.239016,2019-08-31
김녕 성세기 해변,해변종합상황실 베란다 북동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 구좌읍 김녕리 497-4,,제주특별자치도,064-710-2352,33.557167,126.760194,2019-08-31
김녕 성세기 해변,해변종합상황실 베란다 남서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 구좌읍 김녕리 497-4,,제주특별자치도,064-710-2352,33.557167,126.760194,2019-08-31
곽지과물해변,마을방범 CCTV 북,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jul-17,제주특별자치도 제주시 애월읍 곽지리 1565,,제주특별자치도,064-710-2352,33.451,126.305639,2019-08-31
곽지과물해변,마을방범 CCTV  남,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jul-17,제주특별자치도 제주시 애월읍 곽지리 1565,,제주특별자치도,064-710-2352,33.451,126.305639,2019-08-31
곽지과물해변,마을방범 CCTV  서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jul-17,제주특별자치도 제주시 애월읍 곽지리 1565,,제주특별자치도,064-710-2352,33.451,126.305639,2019-08-31
애월해안로,가로등제어기 옆 KT IP주,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 애월읍 애월해안로 262,,제주특별자치도,064-710-2352,33.468056,126.339889,2019-08-31
애월해안로,클린하우스 옆 KT CP주 북동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 애월읍 구엄4길 45,,제주특별자치도,064-710-2352,33.483806,126.377583,2019-08-31
애월해안로,클린하우스 옆 KT CP주 남서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 애월읍 구엄4길 45,,제주특별자치도,064-710-2352,33.483806,126.377583,2019-08-31
애월해안로,클린하우스 옆 KT CP주 북서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 애월읍 구엄4길 45,,제주특별자치도,064-710-2352,33.483806,126.377583,2019-08-31
판포해변(포구),버스정류장 IP주 북동,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 한경면 판포리 1709,,제주특별자치도,064-710-2352,33.364972,126.200639,2019-08-31
판포해변(포구),버스정류장 IP주 북서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 한경면 판포리 1709,,제주특별자치도,064-710-2352,33.364972,126.200639,2019-08-31
한담해변,한담공원 주차장 화장실 북,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 애월읍 애월리 2459-1,,제주특별자치도,064-710-2352,33.45975,126.311139,2019-08-31
한담해변,한담공원 주차장 화장실 남,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 애월읍 애월리 2459-1,,제주특별자치도,064-710-2352,33.45975,126.311139,2019-08-31
한담해변,한담공원 주차장 화장실 서,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 애월읍 애월리 2459-1,,제주특별자치도,064-710-2352,33.45975,126.311139,2019-08-31
한담해변,KT IP주,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Aug-17,제주특별자치도 제주시 애월읍 애월리 2489-5,,제주특별자치도,064-710-2352,33.45975,126.3105,2019-08-31
한담해변,KT IP주에서 정자 방향 지향 1개,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jul-18,제주특별자치도 제주시 애월읍 애월리 2489-5,,제주특별자치도,064-710-2352,33.4621,126.310514,2019-08-31
모구리야영장,북쪽화장실옆 가로등 남쪽방향,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 성산읍 서성일로 260,제주특별자치도 서귀포시 성산읍 난산리 2960-1,제주특별자치도,064-710-2352,33.406661,126.821879,2019-08-31
모구리야영장,북쪽화장실옆 가로등 대피소방향,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 성산읍 서성일로 260,제주특별자치도 서귀포시 성산읍 난산리 2960-1,제주특별자치도,064-710-2352,33.406661,126.821879,2019-08-31
모구리야영장,남쪽화장실 외벽  1,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 성산읍 서성일로 260,제주특별자치도 서귀포시 성산읍 난산리 2960-1,제주특별자치도,064-710-2352,33.405817,126.822153,2019-08-31
모구리야영장,남쪽화장실 외벽  2,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 성산읍 서성일로 260,제주특별자치도 서귀포시 성산읍 난산리 2960-1,제주특별자치도,064-710-2352,33.405817,126.822153,2019-08-31
모구리야영장,남쪽화장실 옆 정자 기둥,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 성산읍 서성일로 260,제주특별자치도 서귀포시 성산읍 난산리 2960-1,제주특별자치도,064-710-2352,33.405817,126.822153,2019-08-31
모구리야영장,관리사무실 옆 나무 주차장 방향,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 성산읍 서성일로 260,제주특별자치도 서귀포시 성산읍 난산리 2960-1,제주특별자치도,064-710-2352,33.405967,126.820678,2019-08-31
모구리야영장,관리사무실 옆 가로등1 폴대-축구장방향,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 성산읍 서성일로 260,제주특별자치도 서귀포시 성산읍 난산리 2960-1,제주특별자치도,064-710-2352,33.405967,126.820678,2019-08-31
모구리야영장,관리사무실 지붕 광장방향,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 성산읍 서성일로 260,제주특별자치도 서귀포시 성산읍 난산리 2960-1,제주특별자치도,064-710-2352,33.405967,126.820678,2019-08-31
모구리야영장,관리사무실 옆 가로등2 폴대-야영장방향,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 성산읍 서성일로 260,제주특별자치도 서귀포시 성산읍 난산리 2960-1,제주특별자치도,064-710-2352,33.405967,126.820678,2019-08-31
백년초박물관,지하 전시실,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 태평로 200,제주특별자치도 서귀포시 호근동 310-3,제주특별자치도,064-710-2352,33.2446747,126.533609,2019-08-31
아프리카박물관,매표소,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 이어도로 49,제주특별자치도 서귀포시 대포동 1833,제주특별자치도,064-710-2352,33.239855,126.429148,2019-08-31
워터월드,스쿠버사무실 외벽 서쪽방향,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 월드컵로 33,제주특별자치도 서귀포시 법환동 914,제주특별자치도,064-710-2352,33.247254,126.509211,2019-08-31
워터월드,스쿠버사무실 외벽 동쪽방향,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 월드컵로 33,제주특별자치도 서귀포시 법환동 914,제주특별자치도,064-710-2352,33.247254,126.509211,2019-08-31
조안베어박물관,매표소,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 대포로 113,제주특별자치도 서귀포시 대포동 1959,제주특별자치도,064-710-2352,33.240299,126.434203,2019-08-31
조안베어박물관,전 매표소 외벽,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 대포로 113,제주특별자치도 서귀포시 대포동 1959,제주특별자치도,064-710-2352,33.240299,126.434203,2019-08-31
아쿠아플라넷,매표소 천정 벽,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 성산읍 섭지코지로 93-15,제주특별자치도 서귀포시 성산읍 고성리 127-1,제주특별자치도,064-710-2352,33.4345727,126.925401,2019-08-31
헬로키티 아일랜드,매표소,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 안덕면 한창로 340,제주특별자치도 서귀포시 안덕면 상창리 1963-2,제주특별자치도,064-710-2352,33.290166,126.352205,2019-08-31
헬로키티 아일랜드,건물벽,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 안덕면 한창로 340,제주특별자치도 서귀포시 안덕면 상창리 1963-2,제주특별자치도,064-710-2352,33.290166,126.352205,2019-08-31
서귀포매일올레시장,보리수화장품앞 기둥- 동쪽방향,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 중앙로62번길 18,제주특별자치도 서귀포시 서귀동 272-16,제주특별자치도,064-710-2352,33.248944,126.565207,2019-08-31
서귀포매일올레시장,보리수화장품앞 기둥 -서쪽방향,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 중앙로62번길 18,제주특별자치도 서귀포시 서귀동 272-16,제주특별자치도,064-710-2352,33.248944,126.565207,2019-08-31
서귀포매일올레시장,통로카메라 브라켓- 남쪽방향,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 중앙로62번길 18,제주특별자치도 서귀포시 서귀동 272-51,제주특별자치도,064-710-2352,33.248697,126.564107,2019-08-31
서귀포매일올레시장,좌측기둥 -북쪽방향,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 중앙로62번길 18,제주특별자치도 서귀포시 서귀동 272-51,제주특별자치도,064-710-2352,33.248697,126.564107,2019-08-31
서귀포매일올레시장,통로카메라 브라켓 -서쪽30도,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 중앙로62번길 18,제주특별자치도 서귀포시 서귀동 272-51,제주특별자치도,064-710-2352,33.248697,126.564107,2019-08-31
서귀포매일올레시장,동쪽 카메라 브라켓 -동쪽방향,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 중앙로62번길 18,제주특별자치도 서귀포시 서귀동 271-30,제주특별자치도,064-710-2352,33.249428,126.5636786,2019-08-31
서귀포매일올레시장,통로감지기 브라켓- 북쪽방향,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 중앙로62번길 18,제주특별자치도 서귀포시 서귀동 271-30,제주특별자치도,064-710-2352,33.249428,126.5636786,2019-08-31
서귀포매일올레시장,사거리판넬벽-서쪽방향-30도,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 중앙로62번길 18,제주특별자치도 서귀포시 서귀동 271-30,제주특별자치도,064-710-2352,33.249428,126.5636786,2019-08-31
서귀포매일올레시장,샌드위치판넬 벽 - 서쪽방향,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 중앙로62번길 18,제주특별자치도 서귀포시 서귀동 276-1,제주특별자치도,064-710-2352,33.249909,126.563767,2019-08-31
서귀포매일올레시장,서귀떡집 통로카메라 브라켓-북쪽방향,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 중앙로62번길 18,제주특별자치도 서귀포시 서귀동 276-1,제주특별자치도,064-710-2352,33.249909,126.563767,2019-08-31
중문·색달해변,2층 상황실 외벽 -해수욕방방향,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 색달동2822-9,,제주특별자치도,064-710-2352,33.246072,126.410721,2019-08-31
중문·색달해변,2층 상황실 외벽,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 색달동2822-9,,제주특별자치도,064-710-2352,33.246072,126.410721,2019-08-31
사계 해안도로,산방산방향,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 안덕면 사계리 3530-7,,제주특별자치도,064-710-2352,33.221206,126.295166,2019-08-31
사계 해안도로,송악산방향,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 안덕면 사계리 3530-7,,제주특별자치도,064-710-2352,33.221206,126.295166,2019-08-31
서귀포서부도서관,창작실,제주특별자치도,서귀포시,관공서,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 중문관광로 346,제주특별자치도 서귀포시 중문동 1921-1,제주특별자치도,064-710-2352,33.250957,126.432303,2019-08-31
서귀포서부도서관,종합자료실,제주특별자치도,서귀포시,관공서,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 중문관광로 346,제주특별자치도 서귀포시 중문동 1921-1,제주특별자치도,064-710-2352,33.250957,126.432303,2019-08-31
서귀포서부도서관,성인열람실2,제주특별자치도,서귀포시,관공서,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 중문관광로 346,제주특별자치도 서귀포시 중문동 1921-1,제주특별자치도,064-710-2352,33.250957,126.432303,2019-08-31
서귀포서부도서관,성인열람실1,제주특별자치도,서귀포시,관공서,KT,Jeju Free WiFI,Sep-17,제주특별자치도 서귀포시 중문관광로 346,제주특별자치도 서귀포시 중문동 1921-1,제주특별자치도,064-710-2352,33.250957,126.432303,2019-08-31
제주별빛누리공원,1층휴게실 천정(1층),제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 제주시 선돌목동길 60,제주특별자치도 제주시 오등동 산34,제주특별자치도,064-710-2352,33.445222,126.5492487,2019-08-31
제주별빛누리공원,2층전시관(전시관),제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 제주시 선돌목동길 60,제주특별자치도 제주시 오등동 산34,제주특별자치도,064-710-2352,33.445222,126.5492487,2019-08-31
제주별빛누리공원,2측관측대기장소(2층),제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Sep-17,제주특별자치도 제주시 선돌목동길 60,제주특별자치도 제주시 오등동 산34,제주특별자치도,064-710-2352,33.445222,126.5492487,2019-08-31
